easting,northing,yaw,state_x,state_y,state_yaw
310217.714943,2768165.74598,-0.0409543535631,310217.719335,2768165.74332,-0.0409543530191
310217.714943,2768165.74598,-0.0409543535631,310217.718706,2768165.74372,-0.0409543530814
310217.714943,2768165.74598,-0.0409543535631,310217.718146,2768165.74407,-0.0409543531813
310217.714943,2768165.74598,-0.0409543535631,310217.718639,2768165.74432,-0.0409543531712
310217.714943,2768165.74598,-0.0409543535631,310217.718093,2768165.74458,-0.0409543532326
310217.714943,2768165.74598,-0.0409543535631,310217.717623,2768165.74479,-0.0409543533076
310217.714943,2768165.74598,-0.0409543535631,310217.718242,2768165.74493,-0.0409543533072
310217.714943,2768165.74598,-0.0409543535631,310217.717757,2768165.74509,-0.0409543533494
310217.714943,2768165.74598,-0.0409543535631,310217.717341,2768165.74523,-0.0409543533986
310217.714943,2768165.74598,-0.0409543535631,310217.718009,2768165.7453,-0.0409543534009
310217.714943,2768165.74598,-0.0409543535631,310217.717566,2768165.7454,-0.0409543534283
310217.714943,2768165.74598,-0.0409543535631,310217.717192,2768165.74549,-0.0409543534593
310217.714943,2768165.74598,-0.0409543535631,310217.717889,2768165.74552,-0.0409543534616
310217.714943,2768165.74598,-0.0409543535631,310217.717463,2768165.74559,-0.040954353479
310217.714943,2768165.74598,-0.0409530386822,310217.717136,2768165.74565,-0.0409539223201
310217.714943,2768165.74598,-0.0409530386822,310217.717772,2768165.74566,-0.0409536325376
310217.714943,2768165.74598,-0.0409530386822,310217.717433,2768165.74571,-0.0409534377895
310217.714943,2768165.74598,-0.0409530386822,310217.717075,2768165.74575,-0.0409533069085
310217.714943,2768165.74598,-0.0409530386822,310217.717819,2768165.74574,-0.0409532189392
310217.714943,2768165.74598,-0.0409530386822,310217.717475,2768165.74577,-0.0409531598225
310217.714943,2768165.74598,-0.0409530386822,310217.717175,2768165.7458,-0.0409531200943
310217.714943,2768165.74598,-0.0409530386822,310217.717684,2768165.74579,-0.040953093391
310217.714943,2768165.74598,-0.0409530386822,310217.717327,2768165.74582,-0.0409530754474
310217.714943,2768165.74598,-0.0409530386822,310217.716999,2768165.74584,-0.0409530633895
310217.694603,2768165.73518,-0.0409530386822,310217.714166,2768165.74418,-0.0409530558974
310217.694603,2768165.73518,-0.0409530386822,310217.71119,2768165.7428,-0.0409530505605
310217.694603,2768165.73518,-0.0409530386822,310217.708662,2768165.74163,-0.0409530468219
310217.694603,2768165.73518,-0.0409530386822,310217.706525,2768165.74064,-0.040953044236
310217.694603,2768165.73518,-0.0409530386822,310217.704712,2768165.73981,-0.0409530424608
310217.694603,2768165.73518,-0.0409530386822,310217.703166,2768165.7391,-0.0409530412451
310217.694603,2768165.73518,-0.0409530386822,310217.701937,2768165.73849,-0.040953040438
310217.694603,2768165.73518,-0.0409530386822,310217.700823,2768165.73799,-0.0409530398806
310217.694603,2768165.73518,-0.0409530386822,310217.699877,2768165.73756,-0.0409530394979
310217.694603,2768165.73518,-0.0409530386822,310217.699405,2768165.73718,-0.0409530392886
310217.694603,2768165.73518,-0.0409530386822,310217.698688,2768165.73687,-0.0409530391205
310217.694603,2768165.73518,-0.0409530386822,310217.698072,2768165.73661,-0.0409530389927
310217.694603,2768165.73518,-0.0409530386822,310217.697833,2768165.73638,-0.0409530389268
310217.694603,2768165.73518,-0.0409530386822,310217.697352,2768165.7362,-0.040953038865
310217.694603,2768165.73518,-0.0409530386822,310217.696939,2768165.73604,-0.0409530388145
310217.694603,2768165.73518,-0.0409530386822,310217.696864,2768165.7359,-0.0409530387922
310217.694603,2768165.73518,-0.0409530386822,310217.696525,2768165.73579,-0.0409530387666
310217.694603,2768165.73518,-0.0409530386822,310217.696238,2768165.7357,-0.0409530387444
310217.694603,2768165.73518,-0.0409530386822,310217.696299,2768165.7356,-0.0409530387376
310217.694603,2768165.73518,-0.0409530386822,310217.696058,2768165.73554,-0.0409530387266
310217.694603,2768165.73518,-0.0409530386822,310217.695843,2768165.73548,-0.0409530387157
310217.694603,2768165.73518,-0.0409530386822,310217.695954,2768165.73543,-0.0409530387129
310217.694603,2768165.73518,-0.0409530386822,310217.695773,2768165.73539,-0.0409530387073
310217.694603,2768165.73518,-0.0409530386822,310217.695602,2768165.73536,-0.0409530387013
310217.694603,2768165.73518,-0.0409530386822,310217.69577,2768165.73532,-0.0409530387003
310217.694603,2768165.73518,-0.0409530386822,310217.6956,2768165.7353,-0.040953038697
310217.694603,2768165.73518,-0.0409530386822,310217.695472,2768165.73528,-0.0409530386937
310217.694603,2768165.73518,-0.0409530386822,310217.695642,2768165.73525,-0.040953038693
310217.694603,2768165.73518,-0.0409530386822,310217.69549,2768165.73524,-0.040953038691
310217.694603,2768165.73518,-0.0409530386822,310217.69536,2768165.73523,-0.0409530386889
310217.694603,2768165.73518,-0.0409530386822,310217.695549,2768165.73521,-0.0409530386886
310217.694603,2768165.73518,-0.0409530386822,310217.695414,2768165.73521,-0.0409530386874
310217.694603,2768165.73518,-0.0409530386822,310217.695318,2768165.7352,-0.0409530386862
310217.674417,2768165.73547,-0.0409530386822,310217.692156,2768165.73524,-0.0409530386898
310217.674417,2768165.73547,-0.0409530386822,310217.68945,2768165.73528,-0.04095303869
310217.674417,2768165.73547,-0.0409530386822,310217.687152,2768165.7353,-0.040953038689
310217.674417,2768165.73547,-0.0409530386822,310217.685205,2768165.73533,-0.0409530386876
310217.674417,2768165.73547,-0.0409530386822,310217.683556,2768165.73535,-0.0409530386864
310217.674417,2768165.73547,-0.0409530386822,310217.682156,2768165.73537,-0.0409530386853
310217.674417,2768165.73547,-0.0409530386822,310217.681042,2768165.73538,-0.0409530386854
310217.674417,2768165.73547,-0.0409530386822,310217.680029,2768165.73539,-0.0409530386849
310217.674417,2768165.73547,-0.0409530386822,310217.67917,2768165.7354,-0.0409530386843
